centre,heading,left_centre,left_angle,right_centre,right_angle,tracked
"(550.55318138651467, 679.98622981956316)",-0.659263270129,"(577.2409138110072, 646.91692627206635)",-0.2758077002,"(589.17682926829264, 662.44410569105685)",-0.933145264394,True
"(550.55318138651467, 679.98622981956316)",-0.659263270129,"(577.2409138110072, 646.91692627206635)",-0.2758077002,"(589.17682926829264, 662.44410569105685)",-0.933145264394,True
"(550.62629246676511, 679.93746922698176)",-0.659359063754,"(577.34687499999995, 646.87187500000005)",-0.296377159869,"(589.46483180428129, 662.18960244648315)",-0.963877559326,True
"(551.22363465160072, 679.38135593220341)",-0.658194142164,"(577.47844374342799, 646.75184016824392)",-0.265692445649,"(589.62996031746025, 662.01388888888891)",-0.974104642512,True
"(551.22363465160072, 679.38135593220341)",-0.658194142164,"(577.47844374342799, 646.75184016824392)",-0.265692445649,"(589.62996031746025, 662.01388888888891)",-0.974104642512,True
"(551.04665704665706, 679.57671957671948)",-0.660172838706,"(577.72291666666661, 646.52187500000002)",-0.305973769596,"(589.81372549019602, 661.82254901960778)",-0.973917858051,True
"(550.88788335847153, 679.69029663147307)",-0.659840286666,"(577.9487179487179, 646.33974358974353)",-0.265546407154,"(589.90935672514615, 661.77095516569193)",-0.959097164625,True
"(550.88788335847153, 679.69029663147307)",-0.659840286666,"(577.9487179487179, 646.33974358974353)",-0.265546407154,"(589.90935672514615, 661.77095516569193)",-0.959097164625,True
"(551.30739673390963, 679.2593659942363)",-0.657714361821,"(578.02812500000005, 646.30937500000005)",-0.299443017599,"(590.09396636993074, 661.60830860534122)",-0.960218223566,True
"(551.47998070429321, 679.12493970091657)",-0.658311083724,"(578.265625, 646.10312499999998)",-0.29361350101,"(590.4153846153846, 661.31794871794864)",-0.972558796033,True
"(551.04957005563983, 679.35761254425893)",-0.657000380047,"(578.22727272727275, 646.07792207792204)",-0.279766162502,"(590.37254901960773, 661.34468524251804)",-0.987567045498,True
"(551.47681795998039, 679.13372376769155)",-0.658181108862,"(578.41875000000005, 645.98125000000005)",-0.290205239256,"(590.59044715447146, 661.21239837398366)",-0.941724818474,True
"(551.73161413562559, 679.01766953199615)",-0.659825775614,"(578.53105590062114, 645.8281573498964)",-0.238448467861,"(590.66971544715443, 661.20630081300806)",-0.935791321569,True
"(551.56044511886694, 679.15225088517957)",-0.659675343823,"(578.5417989417989, 645.84550264550262)",-0.250106299598,"(590.70756646216762, 661.17075664621677)",-0.943755887921,True
"(552.01911764705881, 678.77107843137253)",-0.659843420195,"(578.734375, 645.7052083333333)",-0.234500044732,"(590.84599797365752, 660.98581560283685)",-0.965025636856,True
"(552.33716475095775, 678.5459770114943)",-0.660783478924,"(578.84743991640539, 645.64576802507838)",-0.243738050899,"(590.96263520157322, 660.81219272369708)",-0.969013031845,True
"(552.07665153807352, 678.76954109934434)",-0.661528788384,"(578.87987012987014, 645.59956709956703)",-0.240680211376,"(590.90909090909088, 660.83838383838383)",-0.954188441056,True
"(552.15151515151513, 678.72020202020201)",-0.663120631818,"(578.93181818181813, 645.44588744588737)",-0.236203037161,"(591.04216867469881, 660.69779116465861)",-0.961678891361,True
"(552.32352941176475, 678.49901960784314)",-0.661889165843,"(578.97096774193551, 645.41397849462362)",-0.251847083947,"(591.14882772680937, 660.57186544342505)",-0.965677161658,True
"(552.18579234972674, 678.58122205663187)",-0.661413629117,"(578.97096774193551, 645.41397849462362)",-0.251847083947,"(591.14882772680937, 660.57186544342505)",-0.965677161658,True
"(552.24672708962737, 678.5986908358509)",-0.662889424809,"(579.09735449735444, 645.2624338624338)",-0.275460414724,"(591.49019607843127, 660.33230134158919)",-0.930655600751,True
"(552.66619047619042, 678.28619047619043)",-0.663641460603,"(579.31062951496381, 645.12177502579971)",-0.257371006608,"(591.48748748748744, 660.25925925925924)",-0.908825455533,True
"(552.41742195367567, 678.42447129909363)",-0.663106869609,"(579.20569620253161, 645.11075949367091)",-0.289442720656,"(591.54244306418218, 660.25362318840575)",-0.963279351377,True
"(552.63998059194557, 678.31829209121781)",-0.662837267526,"(579.3928944618599, 645.03239289446185)",-0.28306686178,"(591.65946502057614, 660.25823045267487)",-0.949524042869,True
"(552.84097421203444, 678.10362941738299)",-0.661587409449,"(579.55624999999998, 644.89583333333326)",-0.298423870902,"(591.7428861788618, 660.21849593495926)",-0.923660941448,True
"(553.06051873198851, 677.95629202689713)",-0.662038298376,"(579.55624999999998, 644.89583333333326)",-0.298423870902,"(591.7428861788618, 660.21849593495926)",-0.923660941448,True
"(553.14637681159422, 677.84444444444443)",-0.663202689231,"(579.56289308176099, 644.81341719077568)",-0.316780061861,"(591.85050505050503, 660.0)",-0.96331347076,True
"(553.27277062470193, 677.62422508345253)",-0.661444209412,"(579.8042328042327, 644.67089947089937)",-0.318750048111,"(591.98795180722891, 659.78815261044178)",-0.966754132205,True
"(553.3405172413793, 677.60296934865892)",-0.662172151427,"(579.85576923076928, 644.61752136752136)",-0.294818393998,"(591.98795180722891, 659.78815261044178)",-0.966754132205,True
"(553.40317919075142, 677.53468208092488)",-0.66245256916,"(579.87337662337666, 644.54112554112555)",-0.274432874633,"(592.09202453987734, 659.70143149284252)",-0.985312768801,True
"(553.53970518307176, 677.48121730860669)",-0.663490476704,"(580.01765316718581, 644.41225337487015)",-0.292910677083,"(592.22322322322316, 659.61261261261257)",-0.95666864001,True
"(553.53428571428572, 677.43142857142857)",-0.662460572421,"(580.01765316718581, 644.41225337487015)",-0.292910677083,"(592.22322322322316, 659.61261261261257)",-0.95666864001,True
"(553.37395986294655, 677.66715614292707)",-0.664336147114,"(580.18795430944954, 644.27310488058151)",-0.293241640691,"(592.34843907351456, 659.5438066465257)",-0.967205946005,True
"(553.51749271137021, 677.68804664723029)",-0.666974077691,"(580.34352701325167, 644.22833843017327)",-0.266727047668,"(592.54154154154151, 659.30130130130124)",-0.885872430282,True
"(553.3795330352707, 677.62195727769495)",-0.663687858554,"(580.41997961264008, 644.17023445463815)",-0.273681544477,"(592.54154154154151, 659.30130130130124)",-0.885872430282,True
"(553.48248248248251, 677.55205205205198)",-0.663753554391,"(580.41997961264008, 644.17023445463815)",-0.273681544477,"(592.56356356356355, 659.29829829829828)",-0.890179320484,True
"(553.48484848484838, 677.3954056695992)",-0.660655768675,"(580.46871794871788, 644.17743589743588)",-0.288168852637,"(592.56944444444434, 659.26785714285711)",-0.903040887572,True
"(553.52422480620146, 677.32073643410843)",-0.660293937837,"(580.49341438703129, 644.10840932117526)",-0.304824817077,"(592.56944444444434, 659.26785714285711)",-0.903040887572,True
"(553.46676514032492, 677.709995076317)",-0.667464709331,"(580.47265221878217, 643.985552115583)",-0.323275958791,"(592.86445783132535, 659.09939759036149)",-0.935905022019,True
"(553.39672801635982, 677.72443762781188)",-0.666261200408,"(580.57172342621254, 643.96078431372541)",-0.340184371977,"(592.91566265060237, 659.0542168674699)",-0.957203087742,True
"(553.39672801635982, 677.72443762781188)",-0.666261200408,"(580.57172342621254, 643.96078431372541)",-0.340184371977,"(592.91566265060237, 659.0542168674699)",-0.957203087742,True
"(554.04054054054052, 677.23273273273276)",-0.665502775683,"(580.72069317023443, 643.92150866462782)",-0.320758922416,"(593.04689092762476, 658.98267074413855)",-0.982330141126,True
"(554.09905894006931, 677.17384843982165)",-0.666629701223,"(580.83653846153845, 643.72649572649573)",-0.33237894482,"(593.18518518518522, 658.83230452674889)",-0.996424291088,True
"(554.09905894006931, 677.17384843982165)",-0.666629701223,"(580.83653846153845, 643.72649572649573)",-0.33237894482,"(593.18518518518522, 658.83230452674889)",-0.996424291088,True
"(554.38428571428574, 676.9238095238095)",-0.668050166418,"(580.80573248407643, 643.69957537154983)",-0.319680184143,"(593.23955147808351, 658.63914373088687)",-0.967541127638,True
"(554.22468043264496, 677.06096361848574)",-0.668408964705,"(580.85897435897436, 643.633547008547)",-0.29570480378,"(593.23445463812436, 658.65137614678895)",-0.971731176221,True
"(554.22468043264496, 677.06096361848574)",-0.668408964705,"(580.85897435897436, 643.633547008547)",-0.29570480378,"(593.23445463812436, 658.65137614678895)",-0.971731176221,True
"(554.27218934911241, 676.9748520710059)",-0.667626930094,"(580.91906283280082, 643.59744408945687)",-0.282971813564,"(593.17917917917919, 658.6696696696697)",-0.985528333189,True
"(554.62747875354103, 676.7148253068932)",-0.668340736903,"(581.0647857889237, 643.4158829676071)",-0.293330749055,"(593.46153846153845, 658.47830374753448)",-0.925739266634,True
"(554.62747875354103, 676.7148253068932)",-0.668340736903,"(581.0647857889237, 643.4158829676071)",-0.293330749055,"(593.46153846153845, 658.47830374753448)",-0.925739266634,True
"(554.87955182072824, 676.48179271708682)",-0.667633990057,"(581.28658536585363, 643.23678861788619)",-0.306442437624,"(593.65361445783128, 658.3373493975904)",-0.917360232072,True
"(554.85301090564246, 676.53200568990042)",-0.667241997871,"(581.34871794871788, 643.24102564102554)",-0.295810699239,"(593.7411883182275, 658.31520644511579)",-0.931831893082,True
"(554.85301090564246, 676.53200568990042)",-0.667241997871,"(581.34871794871788, 643.24102564102554)",-0.295810699239,"(593.7411883182275, 658.31520644511579)",-0.931831893082,True
"(555.2117863720074, 676.27946593001843)",-0.667564985677,"(581.3741293532338, 643.2328358208955)",-0.339655642621,"(593.78706467661686, 658.29353233830841)",-0.982512518842,True
"(554.74579624134515, 676.47279920870415)",-0.665912324779,"(581.63136033229489, 643.00103842159911)",-0.293247761316,"(593.73641025641018, 658.19076923076921)",-0.92745896077,True
"(554.74579624134515, 676.47279920870415)",-0.665912324779,"(581.63136033229489, 643.00103842159911)",-0.293247761316,"(593.73641025641018, 658.19076923076921)",-0.92745896077,True
"(554.84883720930236, 676.35852713178292)",-0.664558395453,"(581.71935157041537, 643.0435663627153)",-0.293374794142,"(593.80866062437053, 658.09969788519641)",-0.920390496554,True
"(554.80316518298707, 676.39169139465878)",-0.665554744475,"(581.70741901776387, 642.91327063740846)",-0.292270233254,"(593.92762487257892, 658.03465851172268)",-0.938124175576,True
"(554.80316518298707, 676.39169139465878)",-0.665554744475,"(581.70741901776387, 642.91327063740846)",-0.292270233254,"(593.92762487257892, 658.03465851172268)",-0.938124175576,True
"(554.96374622356495, 676.24924471299096)",-0.662766068319,"(581.87579617834399, 642.84607218683652)",-0.308772208542,"(594.07941176470592, 658.11470588235295)",-0.961434843097,True
"(555.40798858773178, 676.0356633380884)",-0.665988287532,"(581.96496815286628, 642.76963906581739)",-0.295810800598,"(594.17559523809518, 657.97321428571433)",-0.965241272216,True
"(554.92264631043258, 676.41679389312981)",-0.666309161723,"(581.93910256410254, 642.73931623931617)",-0.305065660783,"(594.16416416416416, 657.99799799799791)",-0.966364778548,True
"(555.57477730895448, 676.06047819971866)",-0.669060321845,"(581.96474358974353, 642.732905982906)",-0.289883295067,"(594.31631631631626, 657.88688688688683)",-0.980709498702,True
"(555.54528212422952, 675.92697961119006)",-0.666695065299,"(581.9925690021231, 642.72823779193197)",-0.300531621269,"(594.3053053053053, 657.81481481481478)",-1.0388296337,True
"(555.54528212422952, 675.92697961119006)",-0.666695065299,"(581.9925690021231, 642.72823779193197)",-0.300531621269,"(594.3053053053053, 657.81481481481478)",-1.0388296337,True
"(555.31651829871407, 676.23392680514337)",-0.671301632051,"(582.02449414270495, 642.62726304579337)",-0.358885814813,"(594.28902316213487, 657.66565961732124)",-0.999737647809,True
"(555.54549950544015, 675.97378832838774)",-0.671596670623,"(582.19914802981884, 642.33120340788071)",-0.299989368574,"(594.41279669762639, 657.53663570691424)",-0.982650770074,True
"(555.54549950544015, 675.97378832838774)",-0.671596670623,"(582.19914802981884, 642.33120340788071)",-0.299989368574,"(594.41279669762639, 657.53663570691424)",-0.982650770074,True
"(556.00189393939388, 675.56439393939388)",-0.668340259785,"(582.21556256572023, 642.32702418506835)",-0.301189304689,"(594.62189054726366, 657.61194029850742)",-0.980734772142,True
"(555.92067988668555, 675.63833805476861)",-0.667740871569,"(582.47455867082033, 642.22326064382139)",-0.275858614527,"(594.64875621890542, 657.57313432835826)",-0.99197987478,True
"(555.92067988668555, 675.63833805476861)",-0.667740871569,"(582.47455867082033, 642.22326064382139)",-0.275858614527,"(594.64875621890542, 657.57313432835826)",-0.99197987478,True
"(556.01151079136696, 675.57026378896876)",-0.667342096213,"(582.54268292682923, 642.30894308943084)",-0.321215582404,"(594.61761761761761, 657.50750750750751)",-0.928785733539,True
"(555.83333333333337, 675.69834307992198)",-0.667693762896,"(582.57997936016511, 642.26418988648084)",-0.332450431623,"(594.79090909090905, 657.32424242424247)",-0.925224852965,True
"(555.83333333333337, 675.69834307992198)",-0.667693762896,"(582.57997936016511, 642.26418988648084)",-0.332450431623,"(594.79090909090905, 657.32424242424247)",-0.925224852965,True
"(555.91560584629894, 675.59547383309757)",-0.666951366094,"(582.60240963855426, 642.19678714859435)",-0.325578593861,"(594.90363815142575, 657.2881022615536)",-0.943475238604,True
"(556.04899135446681, 675.53314121037465)",-0.668920113897,"(582.62345679012344, 642.11008230452671)",-0.326375624944,"(594.92559523809518, 657.21726190476193)",-0.954466863065,True
"(556.04899135446681, 675.53314121037465)",-0.668920113897,"(582.62345679012344, 642.11008230452671)",-0.326375624944,"(594.92559523809518, 657.21726190476193)",-0.954466863065,True
"(555.90660705414803, 675.62990561351216)",-0.669683821131,"(582.5417989417989, 642.04867724867722)",-0.319140349365,"(594.91515151515148, 657.23838383838381)",-0.946020505155,True
"(556.06656804733723, 675.53057199211037)",-0.669505776355,"(582.67402733964241, 641.97266035751829)",-0.345449136227,"(595.00810536980748, 657.209726443769)",-0.942603129748,True
"(556.06656804733723, 675.53057199211037)",-0.669505776355,"(582.67402733964241, 641.97266035751829)",-0.345449136227,"(595.00810536980748, 657.209726443769)",-0.942603129748,True
"(556.56468366383376, 675.29981114258726)",-0.6717061429,"(582.78224974200202, 641.97936016511858)",-0.30772281892,"(595.0060606060606, 657.21414141414141)",-0.952082153244,True
"(556.27603388141495, 675.54160438465374)",-0.671628785545,"(582.83490073145242, 641.91640543364679)",-0.314854566571,"(595.08713272543059, 657.20364741641333)",-0.943559847102,True
"(556.27603388141495, 675.54160438465374)",-0.671628785545,"(582.83490073145242, 641.91640543364679)",-0.314854566571,"(595.08713272543059, 657.20364741641333)",-0.943559847102,True
"(556.37335359675774, 675.62107396149941)",-0.674765136042,"(583.00316455696202, 641.78164556962031)",-0.272535746281,"(595.27363184079604, 657.03383084577104)",-0.97048561784,True
"(556.20750887874169, 675.52663622526632)",-0.671480673119,"(582.96496815286628, 641.76963906581739)",-0.295810800598,"(595.30168150346185, 656.95351137487626)",-0.971011660361,True
"(556.20750887874169, 675.52663622526632)",-0.671480673119,"(582.96496815286628, 641.76963906581739)",-0.295810800598,"(595.30168150346185, 656.95351137487626)",-0.971011660361,True
"(556.46395742622155, 675.21577164973382)",-0.670637267935,"(582.95833333333337, 641.80982905982899)",-0.30877583976,"(595.17790811339194, 656.89247311827955)",-0.977909534762,True
